id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
1340|1340|Information Systems Education Journal|142|||information systems education journal|information systems education journal|1545-679x|ISSN
1363|1363|Asia Pacific Journal of Management|2308|||asia pacific journal of management|asia pacific journal of management|0217-4561|ISSN
1366|1366|Handbook of Olfaction and Gustation|1665|||handbook of olfaction and gustation|handbook of olfaction and gustation|9781118971758|ISBN13
1373|3340|Unknown (CPS-8776)|199|||unknown cps 8776|unknown cps 8776|CPS-8776|
1376|1376|Academy of Management Proceedings|622|||academy of management proceedings|academy of management proceedings|0065-0668|ISSN
1448|1448|Nonprofit and Voluntary Sector Quarterly|2155|||nonprofit and voluntary sector quarterly|nonprofit and voluntary sector quarterly|0899-7640|ISSN
1450|1450|Eastern Economic Journal|2002|||eastern economic journal|eastern economic journal|1939-4632|ISSN
1451|1451|Teaching Sociology|793|||teaching sociology|teaching sociology|0092-055X|ISSN
1452|1452|Population Studies: A Journal of Demography|361|||population studies a journal of demography|population studies a journal of demography|0032-4728|ISSN
1454|1454|Journal of Business and Economics|215|||journal of business and economics|journal of business and economics|2155-7950|ISSN
1456|1456|American Political Thought|2637|||american political thought|american political thought|2161-1580|ISSN
1459|1459|Romance Notes|218|||romance notes|romance notes|0035-7995|ISSN
1491|1491|Interdisciplinary Studies in Literature and Environment|481|||interdisciplinary studies in literature and environment|interdisciplinary studies in literature and environment|1076-0962|ISSN
1492|1492|Regional Studies in Marine Science|122|||regional studies in marine science|regional studies in marine science|2352-4855|ISSN
1494|1494|Drug and Alcohol Dependence|1276|||drug and alcohol dependence|drug and alcohol dependence|0376-8716|ISSN
1495|1495|Journal of Young Investigators|230|||journal of young investigators|journal of young investigators|1539-4026|ISSN
1542|1542|Journal of Proteome Research|710|||journal of proteome research|journal of proteome research|1535-3893|ISSN
1543|1543|Interpretation|251|||interpretation|interpretation|2324-8858|ISSN
1546|1546|Eleven Eleven|254|||eleven eleven|eleven eleven|1548-243x|ISSN
1547|1547|JAMA Facial Plastic Surgery|740|||jama facial plastic surgery|jama facial plastic surgery|2168-6076|ISSN
1585|1585|Shakespeare Bulletin|1666|||shakespeare bulletin|shakespeare bulletin|0748-2558|ISSN
1588|1588|Biological Conservation|1276|||biological conservation|biological conservation|0006-3207|ISSN
1593|1593|European Journal of Life Writing|270|||european journal of life writing|european journal of life writing|2211-243X|ISSN
1594|1594|Journal of Language and Politics|1663|||journal of language and politics|journal of language and politics|1569-2159|ISSN
1595|1595|Journal of Sociolinguistics|543|||journal of sociolinguistics|journal of sociolinguistics|1467-9841|ISSN
1596|1596|Future Human Image|272|||future human image|future human image|2311-8822|ISSN
1600|1600|Social psychology|1457|||social psychology|social psychology|2151-2590|ISSN
1589|1183|Toward a Multicultural Configuration of Spain: Local Cities, Global Spaces|268|||toward a multicultural configuration of spain local cities global spaces|toward a multicultural configuration of spain local cities global spaces|9781611476699|ISBN13
1744|1326|Library Journal|2797|||library journal|library journal|0363-0277|ISSN
1633|1633|Internet Reference Services Quarterly|360|||internet reference services quarterly|internet reference services quarterly|1087-5301|ISSN
1637|1637|Florida Law Review|2775|||florida law review|florida law review|1045-4241|ISSN
1638|1638|East Asian Journal of Popular Culture|2776|||east asian journal of popular culture|east asian journal of popular culture|2051-7084|ISSN
1639|1639|Interim|2777|||interim|interim|0888-2452|ISSN
1676|1676|Business Horizons|416|||business horizons|business horizons|0007-6813|ISSN
1681|1023|Thomas Hardy's Brains: Psychology, Neurology, and Hardy's Imagination|2784|||thomas hardy s brains psychology neurology and hardy s imagination|thomas hardy s brains psychology neurology and hardy s imagination|9780814293522|ISBN13
1693|1692|Roads and Ecological Infrastructurel: Concepts and Applications for Small Animals|594|||roads and ecological infrastructurel concepts and applications for small animals|roads and ecological infrastructurel concepts and applications for small animals|9781421416397|ISBN13
1722|1722|Shakespeare's Prop Room: An Inventory|197|||shakespeare s prop room an inventory|shakespeare s prop room an inventory|9781476623436|ISBN13
1712|1692|Roads and Ecological Infrastructurel: Concepts and Applications for Small Animals|594|||roads and ecological infrastructurel concepts and applications for small animals|roads and ecological infrastructurel concepts and applications for small animals|9781421416403|ISBN13
1714|387|Fisheries Management and Ecology|67|||fisheries management and ecology|fisheries management and ecology|1365-2400|ISSN
1715|136|Unknown (1538-974X)|1|||unknown 1538 974x|unknown 1538 974x|1538-974X|ISSN
1716|136|Narrative|198|||narrative|narrative|1538-974X|ISSN
1754|1754|GLQ: A Journal of Lesbian and Gay Studies|89|||glq a journal of lesbian and gay studies|glq a journal of lesbian and gay studies|1064-2684|ISSN
1756|1168|A Guide to Reading and Writing Japanese|54|||a guide to reading and writing japanese|guide to reading and writing japanese|9784805311738|ISBN13
1765|1140|Seeing red: Hollywood's pixeled skins|17|||seeing red hollywood s pixeled skins|seeing red hollywood s pixeled skins|9781609173685|ISBN13
1753|322|University physics|2803|||university physics|university physics|0534246559|ISBN10
1757|324|Complete solutions manual for University physics|175|||complete solutions manual for university physics|complete solutions manual for university physics|0534369049|ISBN10
1758|1166|Sons of Anarchy and Philosophy: Brains Before Bullets|39|||sons of anarchy and philosophy brains before bullets|sons of anarchy and philosophy brains before bullets|9781118641576|ISBN13
1772|1020|19th Americas Conference on Information Systems, AMCIS 2013|2814|||19th americas conference on information systems amcis 2013|19th americas conference on information systems amcis 2013|9781629933948|ISBN13
1763|926|Financial Management|210|||financial management|financial management|0046-3892|ISSN
1789|1789|National Poetry Review|2829|||national poetry review|national poetry review|1543-3455|ISSN
1802|1155|Red holler: contemporary Appalachian literature|2838|||red holler contemporary appalachian literature|red holler contemporary appalachian literature|1936747669|ISBN10
2044|2044|Integrated principles of zoology|2942|||integrated principles of zoology|integrated principles of zoology|9780801621840|ISBN13
2058|2058|GSA Annual Meeting|2948|||gsa annual meeting|gsa annual meeting|9780813700403|ISBN13
2061|2133|A Companion to Roman Italy|2950|||a companion to roman italy|companion to roman italy|9781118993125|ISBN13
1814|442|Victorian Renovations of the Novel: Narrative Annexes and the Boundaries of Representation|6|||victorian renovations of the novel narrative annexes and the boundaries of representation|victorian renovations ofnovel narrative annexes and the boundaries of representation|0521583446|ISBN10
2050|548|Malraux et la diversité culturelle : actes du colloque de Lexington, 30-31 octobre 2002, Washington and Lee University, 1er novembre 2002, Ambassade de France à Washington|2945|||malraux et la diversit culturelle actes du colloque de lexington 30 31 octobre 2002 washington and lee university 1er novembre 2002 ambassade de france washington|malraux et la diversit culturelle actes du colloque de lexington 30 31 octobre 2002 washington and lee university 1er novembre 2002 ambassade de france washington|9782256910753|ISBN13
2059|1582|Unknown (0039-4238)|1|||unknown 0039 4238|unknown 0039 4238|0039-4238|ISSN
2049|466|Victorian Studies|207|||victorian studies|victorian studies|0042-5222|ISSN
2071|241|Journal of Polymer Science, Part A: Polymer Chemistry|210|||journal of polymer science part a polymer chemistry|journal of polymer science part a polymer chemistry|0887-624X|ISSN
2133|2133|A Companion to Roman Italy|2950|||a companion to roman italy|companion to roman italy|9781444339260|ISBN13
2125|2125|Frida and Diego: Passion, Politics and Painting|2971|||frida and diego passion politics and painting|frida and diego passion politics and painting|9781894243711|ISBN13
2118|2118|Philosophy and Phenomenological Research|210|||philosophy and phenomenological research|philosophy and phenomenological research|0031-8205|ISSN
2130|1125|Virtue and happiness :essays in honour of Julia Annas|10|||virtue and happiness essays in honour of julia annas|virtue and happiness essays in honour of julia annas|9780199646043|ISBN13
2115|263|The Hollow Log Lounge:   poems|2969|||the hollow log lounge poems|hollow log lounge poems|0252028627|ISBN10
2123|97|En tu mundo deshabitado|2914|||en tu mundo deshabitado|en tu mundo deshabitado|9788478393831|ISBN13
2124|1147|In Limine Romania: Chanson de geste et épopée européenne|161|||in limine romania chanson de geste et pop e europ enne|in limine romania chanson de geste et pop e europ enne|9783034310659|ISBN13
2165|2165|Symmetry, Integrability and Geometry: Methods and Applications (SIGMA)|1|||symmetry integrability and geometry methods and applications sigma|symmetry integrability and geometry methods and applications sigma|1815-0659|ISSN
2160|2160|2007 AAAI Symposium|69|||2007 aaai symposium|2007 aaai symposium|9781577353485|ISBN13
1010|1010|Classical Journal|168|||classical journal|classical journal|0009-8353|ISSN
2167|78|Harrington Gay Men's Literary Quarterly|1|||harrington gay men s literary quarterly|harrington gay men s literary quarterly|1556-925X|ISSN
2164|62|Clarice Lispector:   novos aportes crticos|2976|||clarice lispector novos aportes crticos|clarice lispector novos aportes crticos|9781930744295|ISBN13
2166|60|Journal of Asthma|4|||journal of asthma|journal of asthma|1532-4303|ISSN
2161|86|Journal of Spacecraft and Rockets|732|||journal of spacecraft and rockets|journal of spacecraft and rockets|1533-6794|ISSN
2168|90|Journal of Wildlife Management|210|||journal of wildlife management|journal of wildlife management|1937-2817|ISSN
2159|434|Minnesota Review|89|||minnesota review|minnesota review|2157-4189|ISSN
2169|87|Optics Communications|416|||optics communications|optics communications|0030-4018|ISSN
2195|1390|World Environmental and Water Resources Congress 2014: Water Without Borders|776|||world environmental and water resources congress 2014 water without borders|world environmental and water resources congress 2014 water without borders|9780784413548|ISBN13
2198|65|Heredity|462|||heredity|heredity|1365-2540|ISSN
2193|1054|Emotion, Space and Society|416|||emotion space and society|emotion space and society|1755-4586|ISSN
2204|1116|Engagements citoyens et politiques de jeunes. Bilans et expériences au Canada et en Europe|2987|||engagements citoyens et politiques de jeunes bilans et exp riences au canada et en europe|engagements citoyens et politiques de jeunes bilans et exp riences au canada et en europe|9782763798035|ISBN13
2199|80|Journal of Women, Politics and Policy|360|||journal of women politics and policy|journal of women politics and policy|1554-4788|ISSN
2210|2210|Review Journal of Political Philosophy|2865|||review journal of political philosophy|review journal of political philosophy|1752-2056|ISSN
2209|898|The Ones We Have|2988|||the ones we have|ones we have|9780978520328|ISBN13
972|972|Journal of Gastroenterology and Hepatology Research|2936|||journal of gastroenterology and hepatology research|journal of gastroenterology and hepatology research|2224-3992|ISSN
966|966|Baishikuru shitezun: “seiji�? wo kyohi suru nihon no shufu [Bicycle Citizens: Japan’s Housewives Who Refuse “Politics�?]|118|||baishikuru shitezun seiji wo kyohi suru nihon no shufu bicycle citizens japan s housewives who refuse politics|baishikuru shitezun seiji wo kyohi suru nihon no shufu bicycle citizens japan s housewives who refuse politics|9780520212909|ISBN13
973|973|Current Issues in Language Planning|361|||current issues in language planning|current issues in language planning|1466-4208|ISSN
1027|1024|A Change of Heart|40|||a change of heart|change of heart|1047-2258|ISSN
1017|1017|Current Research in Social Psychology|192|||current research in social psychology|current research in social psychology|1088-7423|ISSN
1018|1018|Group Processes and Intergroup Relations|2155|||group processes and intergroup relations|group processes and intergroup relations|1368-4302|ISSN
1019|1019|Basic and Applied Social Psychology|363|||basic and applied social psychology|basic and applied social psychology|0197-3533|ISSN
1068|1324|HUMOR|1184|||humor|humor|1613-3722|ISSN
1078|1078|Journal of Late Antiquity|1666|||journal of late antiquity|journal of late antiquity|1939-6716|ISSN
1080|1080|Python Programming for Teens|1|||python programming for teens|python programming for teens|9781305271968|ISBN13
1085|1085|BMC Neuroscience|970|||bmc neuroscience|bmc neuroscience|1471-2202|ISSN
1088|1088|Paris Lit Up|1|||paris lit up|paris lit up|2270-1214|ISSN
1090|1090|Memory of silence|1|||memory of silence|memory of silence|9780982786048|ISBN13
1082|1082|Viator|116|||viator|viator|0083-5897|ISSN
1091|1091|Current debates in comparative politics|10|||current debates in comparative politics|current debates in comparative politics|9780199341351|ISBN13
1099|1099|Journal of Conservation and Museum Studies|2392|||journal of conservation and museum studies|journal of conservation and museum studies|1364-0429|ISSN
1102|1102|Nine Essays on Homer|1|||nine essays on homer|nine essays on homer|0847694240|ISBN10
1104|1104|Routledge handbook of Japanese culture and society|1|||routledge handbook of japanese culture and society|routledge handbook of japanese culture and society|9780203818459|ISBN13
1095|1095|Dali, surrealism and cinema|1|||dali surrealism and cinema|dali surrealism and cinema|9781904048909|ISBN13
1103|1103|Ashgate critical essays on women writers in England, 1550-1700|92|||ashgate critical essays on women writers in england 1550 1700|ashgate critical essays on women writers in england 1550 1700|9780754628422|ISBN13
1125|1125|Virtue and happiness :essays in honour of Julia Annas|1|||virtue and happiness essays in honour of julia annas|virtue and happiness essays in honour of julia annas|9780199646043|ISBN13
1123|1123|Cultural identity and new communication technologies : political, ethnic and ideological implications|183|||cultural identity and new communication technologies political ethnic and ideological implications|cultural identity and new communication technologies political ethnic and ideological implications|1609605918|ISBN10
1128|1128|Blame: Its Nature and Norms|10|||blame its nature and norms|blame its nature and norms|9780199860821|ISBN13
1129|1129|Reconnecting to work: policies to mitigate long-term unemployment and its consequences|1|||reconnecting to work policies to mitigate long term unemployment and its consequences|reconnecting to work policies to mitigate long term unemployment and its consequences|9780880994064|ISBN13
1130|1130|New Advances and Contributions to Fish Biology|1|||new advances and contributions to fish biology|new advances and contributions to fish biology|9789535109099|ISBN13
1143|1143|Gravity in Art: Essays on Weight and Weightlessness in Painting, Sculpture and Photography|1|||gravity in art essays on weight and weightlessness in painting sculpture and photography|gravity in art essays on weight and weightlessness in painting sculpture and photography|9780786465743|ISBN13
1132|1132|Tremors: New Fiction by Iranian American Writers|1|||tremors new fiction by iranian american writers|tremors new fiction by iranian american writers|9781557289957|ISBN13
1134|1134|Bilingual Discourse and Cross-cultural Fertilisation: Sanskrit and Tamil in Mediaeval India|128|||bilingual discourse and cross cultural fertilisation sanskrit and tamil in mediaeval india|bilingual discourse and cross cultural fertilisation sanskrit and tamil in mediaeval india|9788184701944|ISBN13
1141|1140|Seeing red : Hollywood's pixeled skins|1|||seeing red hollywood s pixeled skins|seeing red hollywood s pixeled skins|9781611860818|ISBN13
1145|2125|Frida Diego : passion, politics and painting|1|||frida diego passion politics and painting|frida diego passion politics and painting|9781894243711|ISBN13
1168|1168|A Guide to Reading and Writing Japanese|54|||a guide to reading and writing japanese|guide to reading and writing japanese|9784805311738|ISBN13
1154|1154|Social entrepreneurship as a catalyst for social change|1|||social entrepreneurship as a catalyst for social change|social entrepreneurship as a catalyst for social change|9781623964474|ISBN13
1155|1155|Red holler: contemporary Appalachian literature|1|||red holler contemporary appalachian literature|red holler contemporary appalachian literature|1936747669|ISBN10
1156|1156|Love and pomegranates: artists and wayfarers on Iran|1|||love and pomegranates artists and wayfarers on iran|love and pomegranates artists and wayfarers on iran|9780984835997|ISBN13
1157|1157|Religion and identity in South Asia and beyond:  essays in honor of Patrick Olivelle|1|||religion and identity in south asia and beyond essays in honor of patrick olivelle|religion and identity in south asia and beyond essays in honor of patrick olivelle|9780857287908|ISBN13
1839|1842|Unknown (966917642)|1|||unknown 966917642|unknown 966917642|0966917642|ISBN10
1150|2002|Encyclopedia of Entomology|1|||encyclopedia of entomology|encyclopedia of entomology|9780792386704|ISBN13
1159|1191|Feminist activism in academia: essays on personal, political and professional change|1|||feminist activism in academia essays on personal political and professional change|feminist activism in academia essays on personal political and professional change|9780786445684|ISBN13
1177|1177|Rethinking Empathy Through Literature|1|||rethinking empathy through literature|rethinking empathy through literature|9780415736237|ISBN13
1176|1176|41: Inside the Presidency of George H. W. Bush|1|||41 inside the presidency of george h w bush|41 insidepresidency of george h w bush|9780801479274|ISBN13
1179|1179|Literatura y cine: En el bicentenario de la independencia de Iberoamérica y de la constitución de Cádiz|1|||literatura y cine en el bicentenario de la independencia de iberoam rica y de la constituci n de c diz|literatura y cine en el bicentenario de la independencia de iberoam rica y de la constituci n de c diz|1931139733|ISBN10
1180|1180|Modernism and Autobiography|1|||modernism and autobiography|modernism and autobiography|9781139992169|ISBN13
1181|1181|Toni Morrison: memory and meaning|1|||toni morrison memory and meaning|toni morrison memory and meaning|9781628460193|ISBN13
1206|1206|7th International Conference, AGI 2014|267|||7th international conference agi 2014|7th international conference agi 2014|9783319092744|ISBN13
1184|1184|Handbook of Narratology|1|||handbook of narratology|handbook of narratology|9783110316469|ISBN13
1194|1194|Encyclopedia of religion and war|1|||encyclopedia of religion and war|encyclopedia of religion and war|0415942462|ISBN10
1185|1568|A New Companion to Victorian Literature and Culture|55|||a new companion to victorian literature and culture|new companion to victorian literature and culture|9781118624494|ISBN13
1192|2001|Doscientos años después : retornos y relecturas de Kant; communicaciones a las XLII Reuniones Filosóficas|1|||doscientos a os despu s retornos y relecturas de kant communicaciones a las xlii reuniones filos ficas|doscientos a os despu s retornos y relecturas de kant communicaciones a las xlii reuniones filos ficas|1137-2176|ISSN
1833|1129|Reconnecting to work: policies to mitigate long-term unemployment and its consequences|2854|||reconnecting to work policies to mitigate long term unemployment and its consequences|reconnecting to work policies to mitigate long term unemployment and its consequences|9780880994064|ISBN13
1838|1154|Social entrepreneurship as a catalyst for social change|2855|||social entrepreneurship as a catalyst for social change|social entrepreneurship as a catalyst for social change|9781623964474|ISBN13
1842|1842|Days to Recollect: Essays in Honour of Robert Schweik|2858|||days to recollect essays in honour of robert schweik|days to recollect essays in honour of robert schweik|0966917642|ISBN10
1848|1120|Toni Morrison: Paradise, Love, A Mercy|978|||toni morrison paradise love a mercy|toni morrison paradise love a mercy|9781441119681|ISBN13
1840|1153|What Happened in and to Moral Philosophy in the Twentieth Century? Philosophical Essays in Honor of Alasdair MacIntyre|2856|||what happened in and to moral philosophy in the twentieth century philosophical essays in honor of alasdair macintyre|what happened in and to moral philosophy intwentieth century philosophical essays in honor of alasdair macintyre|9780268037376|ISBN13
1867|1161|Social structures, social capital, and personal freedom|2847|||social structures social capital and personal freedom|social structures social capital and personal freedom|0275964760|ISBN10
1849|306|Dinosongs:   poems to celebrate a t.rex named Sue|2860|||dinosongs poems to celebrate a t rex named sue|dinosongs poems to celebrate a t rex named sue|0439192641|ISBN10
1843|1842|Days to recollect : essays in honour of Robert Schweik|2858|||days to recollect essays in honour of robert schweik|days to recollect essays in honour of robert schweik|0966917642|ISBN10
1850|325|Does redistricting make a difference?:   partisan representation and electoral behavior|2809|||does redistricting make a difference partisan representation and electoral behavior|does redistricting make a difference partisan representation and electoral behavior|0739101927|ISBN10
1901|305|The aesthetics of Toni Morrison:   speaking the unspeakable|155|||the aesthetics of toni morrison speaking the unspeakable|aesthetics of toni morrison speaking the unspeakable|1578062845|ISBN10
1886|784|Common Chinese Synonyms Discriminated|170|||common chinese synonyms discriminated|common chinese synonyms discriminated|9787301177259|ISBN13
1904|1904|Scientific Reports|462|||scientific reports|scientific reports|2045-2322|ISSN
1905|1905|UCLA Law Review|2868|||ucla law review|ucla law review|0041-5650|ISSN
1906|1906|Public Administration Review|73|||public administration review|public administration review|1540-6210|ISSN
1909|1909|German Studies Review|47|||german studies review|german studies review|2164-8646|ISSN
1914|1914|Journal of American History|10|||journal of american history|journal of american history|0021-8723|ISSN
1923|277|Realms of exile:   nomadism, diasporas, and Eastern European voices|2809|||realms of exile nomadism diasporas and eastern european voices|realms of exile nomadism diasporas and eastern european voices|0739103334|ISBN10
1929|595|Pretend I'm not here|2880|||pretend i m not here|pretend i m not here|9780060002534|ISBN13
1932|583|This bridge we call home : radical visions for transformation|45|||this bridge we call home radical visions for transformation|this bridge we call home radical visions for transformation|0415936810|ISBN10
1928|636|Encyclopedia of modern Asia|2879|||encyclopedia of modern asia|encyclopedia of modern asia|9780684806174|ISBN13
1941|1941|2013 Conference on Lasers and Electro-Optics Europe and International Quantum Electronics Conference, CLEO/Europe-IQEC 2013|22|||2013 conference on lasers and electro optics europe and international quantum electronics conference cleo europe iqec 2013|2013 conference on lasers and electro optics europe and international quantum electronics conference cleo europe iqec 2013|9781479905942|ISBN13
1939|202|Reporting and producing for digital media|976|||reporting and producing for digital media|reporting and producing for digital media|0813806283|ISBN10
1966|976|New Mexico Historical Review|2901|||new mexico historical review|new mexico historical review|0028-6206|ISSN
1968|897|Poet Lore|2903|||poet lore|poet lore|0032-1966|ISSN
1938|529|Italy in the age of the Renaissance : 1300-1550|10|||italy in the age of the renaissance 1300 1550|italy inage of the renaissance 1300 1550|0198700393|ISBN10
1974|1974|Carrara e il mercato della scultura: arte, gusto e cultura materiale in Italia, Europa e Stati Uniti tra XVIII e XIX secolo|2907|||carrara e il mercato della scultura arte gusto e cultura materiale in italia europa e stati uniti tra xviii e xix secolo|carrara e il mercato della scultura arte gusto e cultura materiale in italia europa e stati uniti tra xviii e xix secolo|0063187226|ISBN10
1993|544|Reading Native American women : critical/creative representations|14|||reading native american women critical creative representations|reading native american women critical creative representations|0759103712|ISBN10
1973|163|Virginia's Civil War|48|||virginia s civil war|virginia s civil war|9780813923154|ISBN13
1983|189|Volviendo a omega|2914|||volviendo a omega|volviendo a omega|9788478393381|ISBN13
1987|440|Stock Valuation: An Essential Guide to Wall Street's Most Popular Valuation Models|2917|||stock valuation an essential guide to wall street s most popular valuation models|stock valuation an essential guide to wall street s most popular valuation models|0071452249|ISBN10
2001|2001|Doscientos años después : retornos y relecturas de Kant; communicaciones a las XLII Reuniones Filosóficas|2927|||doscientos a os despu s retornos y relecturas de kant communicaciones a las xlii reuniones filos ficas|doscientos a os despu s retornos y relecturas de kant communicaciones a las xlii reuniones filos ficas|0635329950|ISBN10
2002|2002|Encyclopedia of Entomology|2928|||encyclopedia of entomology|encyclopedia of entomology|9780792386704|ISBN13
2004|2004|Journal of Interactive Technology and Pedagogy|2930|||journal of interactive technology and pedagogy|journal of interactive technology and pedagogy|2166-6245|ISSN
2015|401|Tables: poems|1|||tables poems|tables poems|9780982156117|ISBN13
2029|959|Geochemistry, Geophysics, Geosystems|730|||geochemistry geophysics geosystems|geochemistry geophysics geosystems|1525-2027|ISSN
2037|2037|Eudaimonia: the Georgetown philosophical review|2939|||eudaimonia the georgetown philosophical review|eudaimoniageorgetown philosophical review|1931-7441|ISSN
2036|538|Kant-Studien: Philosophische Zeitschrift der Kant-Gesellschaft|233|||kant studien philosophische zeitschrift der kant gesellschaft|kant studien philosophische zeitschrift der kant gesellschaft|0022-8877|ISSN
2040|214|Journal of Chemical Ecology|2308|||journal of chemical ecology|journal of chemical ecology|0098-0331|ISSN
2039|219|Anales de la Literatura Espanola Contemporanea|98|||anales de la literatura espanola contemporanea|anales de la literatura espanola contemporanea|0272-1635|ISSN
2038|209|Organometallics|710|||organometallics|organometallics|0276-7333|ISSN
2219|853|Developmental Dynamics|210|||developmental dynamics|developmental dynamics|1058-8388|ISSN
1738|1738|Ralph Ellison and the raft of hope: A political companion to Invisible man|2796|||ralph ellison and the raft of hope a political companion to invisible man|ralph ellison and the raft of hope a political companion to invisible man|9780813123127|ISBN13
2238|1649|Health Affairs|2072|||health affairs|health affairs|0278-2715|ISSN
2430|769|Boiled peanuts|141|||boiled peanuts|boiled peanuts|9780983280064|ISBN13
2739|2739|Rockbridge internet: Research on the role of the Internet in the Rockbridge area of Virginia|3199|||rockbridge internet research on the role of the internet in the rockbridge area of virginia|rockbridge internet research on the role of the internet in the rockbridge area of virginia||
2883|1649|Health Affairs|2072|||health affairs|health affairs|0278-2715|ISSN
2904|617|Especulo|3240|||especulo|especulo|1139-3637|ISSN
3018|1179|Literatura y cine: En el bicentenario de la independencia de Iberoamerica y de la constitucion de Cadiz|2885|||literatura y cine en el bicentenario de la independencia de iberoamerica y de la constitucion de cadiz|literatura y cine en el bicentenario de la independencia de iberoamerica y de la constitucion de cadiz|1931139733|ISBN13
3037|2240|Cognitive Processing|2308|||cognitive processing|cognitive processing|1612-4790|ISSN
3043|3043|Signs in law - A source book|11|||signs in law a source book|signs in law a source book|9783319098364|ISBN13
3046|1484|Computational Methods and Function Theory|2308|||computational methods and function theory|computational methods and function theory|1617-9447|ISSN
3080|3026|Genetic and Evolutionary Computation Conference|872|||genetic and evolutionary computation conference|genetic and evolutionary computation conference|9781450343237|ISBN13
3087|525|Journal of Statistical Mechanics: Theory and Experiment|443|||journal of statistical mechanics theory and experiment|journal of statistical mechanics theory and experiment|1742-5468|ISSN
3104|3104|Enterprise & Society|1030|||enterprise society|enterprise society|1467-2235|ISSN
3105|3105|Flocks/Rebanos|261|||flocks rebanos|flocks rebanos|9781944176082|ISBN13
3106|3106|Smithsonian Contributions to Museum Conservation|3290|||smithsonian contributions to museum conservation|smithsonian contributions to museum conservation|1949-2367|ISSN
3107|1538|Entomological News|725|||entomological news|entomological news|2162-3236|ISSN
3108|3108|Real Analysis Exchange|3291|||real analysis exchange|real analysis exchange|0147-1937|ISSN
3110|3110|Washington Law Review|3293|||washington law review|washington law review|0043-0617|ISSN
3111|3111|Journal of Environmental Psychology|416|||journal of environmental psychology|journal of environmental psychology|0272-4944|ISSN
3112|3112|Asilomar Conference on Signals, Systems and Computers|3294|||asilomar conference on signals systems and computers|asilomar conference on signals systems and computers|1058-6393|ISSN
3113|3113|Science of The Total Environment|416|||science of the total environment|science of the total environment|0048-9697|ISSN
3114|3114|Journal of Political Ecology|3295|||journal of political ecology|journal of political ecology|1073-0451|ISSN
3115|1627|Zeitschrift fur Papyrologie und Epigraphik|3296|||zeitschrift fur papyrologie und epigraphik|zeitschrift fur papyrologie und epigraphik|0084-5388|ISSN
3116|3116|About Place Journal|3297|||about place journal|about place journal|2327-784X|ISSN
3117|3117|The Journal of Popular Culture|540|||the journal of popular culture|journal of popular culture|1540-5931|ISSN
3118|3118|#ISOJ Journal|3298|||isoj journal|isoj journal|2328-0662|ISSN
3119|1711|Southern Review|3025|||southern review|southern review|2168-5541|ISSN
3120|3120|Procesos|3299|||procesos|procesos|1390-0099|ISSN
3121|3121|The strangest fruit|3300|||the strangest fruit|strangest fruit||
3122|3122|Woman and art in early modern Latin America|107|||woman and art in early modern latin america|woman and art in early modern latin america|9789047410997|ISBN13
3123|3123|Tending the fire|3292|||tending the fire|tending the fire|9780826356451|ISBN13
3124|513|Commonweal|169|||commonweal|commonweal|0010-3330|ISSN
3125|957|Anglistik|2603|||anglistik|anglistik|0947-0034|ISSN
3126|1076|African American Review|1666|||african american review|african american review|1062-4783|ISSN
3127|1443|American Journal of Medical Quality|2155|||american journal of medical quality|american journal of medical quality|1062-8606|ISSN
3128|1522|Journal of Health Care Finance|1711|||journal of health care finance|journal of health care finance|1078-6767|ISSN
3129|3129|On Tokyo's edge: Gaijin tales from postwar Japan|3301|||on tokyo s edge gaijin tales from postwar japan|on tokyo s edge gaijin tales from postwar japan|9780997310207|ISBN13
3130|891|Journal of Interdisciplinary History|458|||journal of interdisciplinary history|journal of interdisciplinary history|1530-9169|ISSN
3131|3131|The digital humanities and Islamic & Middle East studies|2|||the digital humanities and islamic middle east studies|digital humanities and islamic middle east studies|9783110376517|ISBN13
3132|1447|IZA Journal of Labor & Development|2309|||iza journal of labor development|iza journal of labor development|2193-9020|ISSN
3133|1460|Journal of British Studies|1030|||journal of british studies|journal of british studies|1545-6986|ISSN
3134|1282|Reference & User Services Quarterly|737|||reference user services quarterly|reference user services quarterly|1094-9054|ISSN
3135|1461|The New England Quarterly|458|||the new england quarterly|new england quarterly|0028-4866|ISSN
3136|3136|Book History|1666|||book history|book history|1529-1499|ISSN
3137|777|Journal of Historical Geography|416|||journal of historical geography|journal of historical geography|0305-7488|ISSN
3138|939|Tourism in Marine Environments|1117|||tourism in marine environments|tourism in marine environments|1544-273X|ISSN
3139|12|The Forum|1184|||the forum|forum|1540-8884|ISSN
3140|989|International Journal of Social Ecology and Sustainable Development (IJSESD)|1473|||international journal of social ecology and sustainable development ijsesd|international journal of social ecology and sustainable development ijsesd|1947-8402|ISSN
3141|1442|Conflict Resolution Quarterly|540|||conflict resolution quarterly|conflict resolution quarterly|1541-1508|ISSN
3142|3142|The hands of the tongue:  Essays on deviant speech|3119|||the hands of the tongue essays on deviant speech|hands of the tongue essays on deviant speech|9781580441148|ISBN13
3143|3143|Fama: The politics of talk and reputation in medieval Europe|2873|||fama the politics of talk and reputation in medieval europe|fama the politics of talk and reputation in medieval europe|0801439396|ISBN10
3144|412|Yearbook of Langland Studies|116|||yearbook of langland studies|yearbook of langland studies|0890-2917|ISSN
3145|3145|New York Times|3051|||new york times|new york times|0362-4331|ISSN
